Index,POSTCODE,CURRENT_ENERGY_EFFICIENCY,PROPERTY_TYPE,BUILT_FORM,TRANSACTION_TYPE,ENERGY_CONSUMPTION_CURRENT,TOTAL_FLOOR_AREA,ENERGY_TARIFF,FLOOR_LEVEL,GLAZED_TYPE,GLAZED_AREA,NUMBER_HABITABLE_ROOMS,NUMBER_HEATED_ROOMS,LOW_ENERGY_LIGHTING,HOT_WATER_ENERGY_EFF,FLOOR_DESCRIPTION,FLOOR_ENERGY_EFF,WINDOWS_ENERGY_EFF,WALLS_ENERGY_EFF,ROOF_DESCRIPTION,ROOF_ENERGY_EFF,MAINHEAT_ENERGY_EFF,MAINHEATC_ENERGY_EFF,LIGHTING_DESCRIPTION,LIGHTING_ENERGY_EFF,CONSTRUCTION_AGE_BAND,TENURE
9532,53.2667,67,3,1,1,276,59,12,0,5,3,3,3,100,4,10,0,3,2,200,4,4,4,100,5,1958,5
9543,53.5379,67,1,3,1,220,91,12,0,5,3,5,5,40,4,10,0,3,3,250,4,4,4,40,3,1958,5
9549,53.5379,48,1,1,2,285,80,12,0,4,3,4,4,78,3,10,0,4,1,250,4,3,4,78,5,1900,3
9551,53.4703,55,3,2,7,572,61,24,0,4,3,3,3,67,3,10,0,4,4,300,5,2,2,67,4,1987,1
9557,53.5379,43,1,3,7,395,89,12,0,4,3,4,4,78,1,10,0,4,1,100,3,3,2,78,5,1915,1
9560,53.5379,66,1,2,7,156,132,12,0,4,3,7,7,88,3,12,0,4,4,200,4,3,4,88,5,2004,1
9567,53.5379,64,1,2,7,246,119,24,0,5,3,6,6,52,3,20,0,3,3,250,4,4,3,52,4,1971,1
9577,53.2558,60,1,2,2,264,117,12,0,5,3,7,7,29,3,11,0,3,4,200,4,4,3,29,3,1999,3
9581,53.2558,64,3,2,7,270,75,12,0,4,3,4,4,33,4,10,0,4,2,400,5,4,4,33,3,1940,1
9582,53.5379,78,1,1,7,138,74,12,0,4,3,5,5,70,4,12,0,4,4,200,4,4,4,70,5,2007,1
9586,53.5379,65,1,2,7,210,161,12,0,5,3,6,6,5,4,11,0,3,4,150,4,4,4,5,1,1999,0
9588,53.2667,43,1,2,7,249,221,24,0,5,3,9,9,83,2,10,0,3,2,200,4,2,4,83,5,1900,1
9589,53.5379,59,1,3,1,286,80,12,0,5,3,3,3,11,4,10,0,3,4,100,3,4,4,11,2,1971,5
9594,53.5009,40,1,1,14,374,63,12,0,5,3,3,3,14,2,10,0,3,2,100,3,3,3,14,2,1915,3
9596,53.5379,52,2,3,2,472,42,24,1,4,3,2,2,100,2,0,0,4,2,300,5,1,4,100,5,1958,3
9599,53.3809,36,3,2,14,280,229,12,0,5,3,10,9,78,3,20,0,3,4,50,2,3,3,78,5,1958,1
9603,53.5507,55,1,1,2,263,83,12,0,5,3,4,4,100,2,10,0,3,4,75,3,3,3,100,5,1958,3
9605,53.5379,78,1,2,7,177,76,24,0,5,3,4,4,100,4,20,0,3,4,200,4,4,4,100,5,1979,1
9606,53.5379,54,1,2,7,309,126,12,0,4,3,5,5,8,4,10,0,4,1,250,4,4,4,8,1,1900,1
9607,53.2421,68,1,1,11,219,72,12,0,5,3,4,4,88,4,10,0,3,3,270,4,4,4,88,5,1940,5
9614,53.3809,71,1,3,13,188,86,12,0,4,3,5,5,47,4,10,0,4,4,100,3,4,4,47,4,1971,1
9616,53.5009,62,1,1,2,221,67,12,0,4,3,3,3,29,3,10,0,4,4,200,4,3,4,29,3,1900,3
9626,53.5379,51,1,2,7,359,113,0,0,5,3,6,6,23,4,10,0,3,1,200,4,4,2,23,2,1940,1
9636,53.3809,67,3,2,7,235,95,24,0,3,3,4,4,80,4,10,0,3,4,270,4,4,4,80,5,1987,1
9640,53.4703,60,3,4,1,277,49,24,0,4,3,3,3,17,3,10,0,4,4,250,4,3,4,17,2,1958,5
9641,53.5817,67,1,2,7,204,212,12,0,5,3,9,9,56,4,10,0,3,1,300,5,4,4,56,4,1900,1
9652,53.4703,57,1,4,7,338,98,12,0,5,3,4,4,89,4,10,0,3,1,250,4,4,3,89,5,1915,1
9667,53.3809,41,1,2,7,270,156,24,0,5,3,7,7,67,3,10,0,3,1,100,3,3,4,67,4,1915,1
9671,53.2558,55,3,2,7,330,85,12,0,5,3,6,6,17,3,20,0,3,3,250,4,4,4,17,2,1958,1
9673,53.5379,66,2,1,2,300,40,12,1,5,3,2,2,40,4,0,0,3,1,100,3,4,4,40,3,1915,3
9674,53.5379,71,1,2,7,197,100,12,0,5,3,5,5,78,4,10,0,3,3,150,4,4,4,78,5,1958,1
9676,53.5379,62,1,1,1,281,91,12,0,5,3,5,5,55,3,10,0,3,4,150,4,4,3,55,4,1958,5
9679,53.5379,91,3,2,12,78,84,12,0,4,3,5,5,100,4,20,0,4,4,200,4,4,4,100,5,1993,1
9685,53.2667,72,1,4,7,201,80,24,0,5,3,4,4,73,4,10,0,3,3,270,4,4,4,73,5,1958,1
9702,53.3809,54,1,2,2,228,116,12,0,4,3,5,5,55,3,10,0,4,1,300,5,3,4,55,4,1915,3
9707,53.2421,67,3,4,1,284,36,24,0,5,3,2,2,60,2,10,0,3,3,300,5,3,3,60,4,1958,5
9718,53.2667,46,3,2,7,629,62,24,0,3,3,3,3,71,1,10,0,3,4,100,3,3,2,71,5,1971,1
9719,53.5379,62,1,3,2,292,75,12,0,5,3,4,4,75,4,10,0,3,1,270,4,4,4,75,5,1900,3
9730,53.5379,28,1,2,14,355,198,24,0,0,5,5,5,52,1,10,0,2,1,270,4,2,1,52,4,1915,3
9731,53.5379,64,1,1,2,287,60,24,0,5,3,4,4,100,4,10,0,3,1,100,3,4,4,100,5,1958,3
9740,53.3809,69,3,2,7,193,130,12,0,4,3,5,5,58,4,12,0,4,4,200,4,4,3,58,4,2004,1
9746,53.4703,52,1,2,7,285,120,12,0,5,3,5,5,45,2,10,0,3,4,300,5,2,4,45,4,1915,1
9756,53.5379,57,1,1,0,333,79,12,0,5,3,5,5,20,4,10,0,3,1,75,3,4,3,20,2,1915,1
9764,53.5379,64,1,3,2,270,79,12,0,5,3,4,4,44,4,20,0,3,1,200,4,4,4,44,1,1915,3
9767,53.5379,69,1,2,7,189,133,12,0,4,3,6,6,93,4,20,0,4,4,300,5,4,4,93,5,1993,1
9779,53.5379,65,3,2,7,253,86,12,0,3,3,5,5,10,4,10,0,3,3,200,4,4,4,10,2,1971,1
9785,53.3809,52,1,2,14,203,227,12,0,4,3,9,9,6,3,10,0,4,2,200,4,3,3,6,1,1915,1
9792,53.2667,68,1,3,7,248,70,0,0,3,3,5,5,80,4,11,0,3,4,100,3,4,3,80,5,1999,1
9799,53.3809,71,3,2,7,199,104,12,0,4,3,5,5,89,4,11,0,4,4,250,4,4,4,89,5,1999,1
9808,53.2558,68,1,4,7,235,70,12,0,5,3,4,4,50,4,10,0,3,4,200,4,4,4,50,4,1971,1
9814,53.3809,35,1,2,14,348,106,12,0,4,3,4,4,29,3,20,0,4,2,150,4,3,3,29,3,1958,1
9820,53.3809,66,3,2,7,255,77,12,0,5,3,5,5,78,4,10,0,3,4,300,5,4,3,78,5,1979,1
9823,53.2558,66,1,1,2,241,67,12,0,3,3,4,4,33,4,10,0,3,4,150,4,4,3,33,3,1979,3
9826,53.2421,79,2,1,2,136,64,12,1,4,3,3,3,71,4,0,0,4,4,250,4,4,3,71,5,2007,3
9827,53.3809,66,1,1,2,231,98,12,0,4,3,5,5,100,4,10,0,2,3,300,5,4,4,100,5,1940,3
9828,53.5379,32,3,3,2,540,49,12,0,4,3,3,3,57,1,10,0,4,1,250,4,1,4,57,4,1915,3
9829,53.5379,75,3,2,7,150,126,12,0,4,3,6,6,83,3,10,0,4,3,250,4,3,3,83,5,1958,1
9836,53.5379,72,1,3,7,187,89,12,0,5,3,4,4,38,4,10,0,3,3,150,4,4,3,38,3,1971,1
9844,53.3809,36,1,2,12,397,144,12,0,5,3,7,7,50,2,10,0,2,1,100,3,3,4,50,4,1900,1
9848,53.5009,66,1,1,12,167,121,12,0,4,3,5,5,7,3,10,0,4,3,300,5,3,4,7,1,1971,1
9855,53.5379,56,1,2,2,211,124,12,0,4,3,6,6,100,3,10,0,4,4,100,3,3,3,100,5,1987,3
9857,53.2667,54,1,2,7,337,104,12,0,3,3,5,5,33,4,10,0,3,1,75,3,4,4,33,3,1900,1
9860,53.2558,25,1,2,0,391,135,12,0,3,3,8,8,75,3,10,0,3,1,200,4,3,4,75,5,1900,1
9861,53.5379,63,1,3,14,271,87,12,0,5,3,5,5,25,4,20,0,3,1,300,5,4,4,25,3,1900,3
9864,53.2421,25,1,2,7,351,195,12,0,5,3,10,10,38,2,10,0,3,1,150,4,2,3,38,3,1900,1
9869,53.2667,57,1,2,7,297,113,12,0,3,4,4,4,33,4,10,0,3,2,270,4,4,4,33,3,1915,1
9875,53.4703,45,1,4,2,785,72,24,0,0,3,3,3,100,3,10,0,1,1,200,4,3,3,100,5,1900,3
9878,53.4703,70,1,3,2,244,56,12,0,4,3,3,3,22,4,10,0,4,4,100,3,4,3,22,2,1993,3
9884,53.2421,74,1,2,2,166,117,12,0,4,3,6,6,75,4,12,0,4,4,270,4,4,4,75,5,2004,3
9887,53.2558,40,3,2,7,444,98,0,0,4,3,7,6,67,3,10,0,4,2,100,3,4,3,67,4,1971,1
9902,53.5379,74,1,2,7,161,180,12,0,4,3,9,9,5,4,12,0,4,4,200,4,4,4,5,1,2004,1
9904,53.5379,57,1,4,7,343,71,12,0,5,3,3,3,50,2,10,0,3,4,200,4,4,1,50,4,1958,1
9910,53.2667,67,3,2,7,279,52,12,0,5,3,4,4,91,4,20,0,3,3,250,4,4,4,91,5,1958,1
9912,53.5379,66,1,3,1,250,61,12,0,4,3,4,4,43,4,20,0,4,1,200,4,4,4,43,3,1915,5
9914,53.3809,50,1,1,7,227,167,0,0,4,3,8,8,64,2,10,0,4,2,100,3,2,4,64,4,1900,1
9920,53.5379,52,1,1,2,300,96,12,0,4,3,4,4,17,2,10,0,4,2,270,4,3,3,17,2,1900,3
9921,53.5379,66,1,4,2,230,84,12,0,5,3,4,4,50,4,10,0,3,3,100,3,4,3,50,4,1940,3
9924,53.4703,39,1,1,0,720,87,24,0,3,3,5,5,50,1,10,0,3,2,75,3,3,2,50,4,1915,3
9934,53.5379,37,1,1,2,213,162,24,0,4,3,5,5,100,2,10,0,4,1,250,4,2,4,100,5,1900,3
9935,53.4703,70,3,1,13,235,76,12,0,4,3,5,5,100,4,10,0,4,4,270,4,4,4,100,5,1993,1
9936,53.5379,52,1,1,7,255,91,0,0,5,3,5,5,73,3,10,0,3,2,100,3,3,4,73,5,1958,1
9943,53.5379,76,1,3,2,157,92,24,0,5,3,5,5,100,4,10,0,3,4,200,4,4,4,100,5,1979,3
9947,53.5379,77,1,3,7,149,93,12,0,4,3,4,4,100,4,11,0,4,4,200,4,4,4,100,5,1999,1
9954,53.5379,78,3,4,1,115,62,12,0,5,3,3,3,71,3,10,0,3,4,250,4,3,3,71,5,1958,5
9957,53.2558,59,3,2,7,280,102,12,0,5,3,6,6,33,4,20,0,3,4,200,4,4,4,33,3,1958,1
9968,53.4703,75,1,1,12,129,188,12,0,4,3,10,10,100,2,12,0,4,4,300,5,4,3,100,5,1900,1
9969,53.3809,58,1,1,7,300,78,24,0,4,3,4,4,100,5,10,0,4,2,150,4,4,4,100,5,1958,1
9973,53.2667,71,1,3,0,200,83,12,0,4,3,4,4,100,4,10,0,4,3,300,5,4,4,100,5,1958,3
9975,53.5379,39,3,1,2,429,70,24,0,4,3,3,3,50,2,20,0,4,4,100,3,2,1,50,4,1940,3
9985,53.2421,68,1,1,2,238,61,24,0,4,3,4,4,38,4,12,0,4,4,200,4,4,4,38,3,2004,3
9988,53.5379,40,1,1,7,271,153,12,0,5,3,5,5,64,3,10,0,3,1,100,3,3,4,64,4,1900,1
9996,53.5379,70,1,4,2,214,75,24,0,5,3,3,3,100,4,10,0,3,4,100,3,4,4,100,5,1971,3
10002,53.5379,60,1,4,2,291,102,12,0,5,3,4,4,38,4,10,0,3,1,150,4,4,3,38,3,1915,3
10015,53.3809,57,3,2,7,338,83,12,0,5,3,3,3,78,4,20,0,3,2,200,4,4,4,78,5,1915,1
10016,53.5379,53,1,2,7,269,452,12,0,5,3,12,12,62,4,20,0,3,1,75,3,4,4,62,4,1900,1
10020,53.3809,71,1,2,7,124,266,12,0,4,3,9,9,62,3,22,0,4,4,270,4,3,4,62,4,2004,1
10021,53.5379,65,1,4,7,278,61,12,0,5,3,4,4,29,4,10,0,3,2,75,3,4,4,29,3,1971,1
10027,53.5379,68,3,4,1,246,52,12,0,4,3,3,3,100,4,10,0,4,3,250,4,4,4,100,5,1958,5
10035,53.4703,57,3,2,3,212,149,12,0,5,3,6,6,36,3,10,0,3,4,300,5,3,4,36,3,1958,1
10041,53.2421,45,1,2,7,370,148,12,0,5,3,7,7,88,4,20,0,3,1,25,2,4,3,88,5,1900,1
10043,53.5379,59,1,1,5,353,89,12,0,5,3,5,5,100,3,20,0,3,1,50,2,4,3,100,5,1940,1
10044,53.5379,75,1,2,2,160,105,12,0,4,3,7,7,42,4,12,0,4,4,270,4,4,4,42,3,2004,3
10048,53.3809,69,1,4,7,225,77,12,0,5,3,5,5,50,4,10,0,3,3,250,4,4,4,50,4,1971,1
10050,53.5379,49,1,1,7,383,105,12,0,5,3,5,5,100,4,10,0,3,1,75,3,4,1,100,5,1915,1
10052,53.3809,43,1,2,7,243,253,12,0,5,3,10,10,60,3,10,0,3,1,200,4,3,4,60,4,1900,1
10060,53.5379,46,1,2,2,396,98,24,0,3,3,5,5,100,2,10,0,3,3,100,3,4,1,100,5,1971,3
10075,53.5379,80,2,3,2,218,58,24,2,4,3,4,4,57,2,0,0,4,4,270,4,3,2,57,4,2004,3
10076,53.5379,73,1,3,1,178,91,12,0,5,3,5,5,67,4,10,0,3,3,200,4,4,4,67,4,1971,5
10086,53.5379,40,1,1,7,346,69,12,0,5,3,5,5,40,3,10,0,2,1,250,4,3,3,40,3,1915,1
10087,53.3809,63,1,2,12,153,227,24,0,3,3,8,8,69,3,10,0,3,4,250,4,3,4,69,5,1971,1
10088,53.5379,57,3,1,7,559,50,24,0,3,3,3,3,29,3,20,0,3,4,250,4,3,2,29,3,1958,3
10091,53.3809,75,1,2,7,161,99,12,0,4,3,7,7,31,4,12,0,4,4,250,4,4,4,31,3,2004,1
10093,53.2558,54,3,2,7,314,151,24,0,5,3,6,6,53,4,20,0,3,2,150,4,4,4,53,4,1971,1
10102,53.2558,69,1,2,7,206,121,24,0,4,3,8,8,60,4,10,0,4,4,300,5,4,4,60,4,1993,1
10112,53.3809,58,1,2,7,279,229,12,0,4,3,7,7,52,3,10,0,4,2,270,4,4,4,52,4,1958,1
10117,53.4703,68,1,3,1,237,86,24,0,3,3,5,5,62,4,10,0,3,2,200,4,4,4,62,4,1958,5
10122,53.2558,67,3,4,1,257,62,12,0,5,3,4,4,71,4,10,0,3,4,300,5,4,3,71,5,1958,5
10131,53.5379,67,1,1,7,219,153,12,0,4,3,6,6,100,4,10,0,4,1,250,4,4,3,100,5,1900,1
10132,53.2421,60,1,2,7,291,103,12,0,5,3,6,6,33,4,10,0,3,4,100,3,4,3,33,3,1971,1
10134,53.3809,66,3,1,1,269,51,12,0,4,3,3,3,20,4,10,0,4,3,300,5,4,4,20,2,1958,5
10138,53.3809,33,1,2,7,305,199,12,0,4,3,6,6,29,1,10,0,4,1,250,4,2,3,29,3,1900,1
10139,53.4703,29,1,2,7,300,180,12,0,4,4,7,7,49,3,10,0,4,1,270,4,3,3,49,4,1900,1
10142,53.5379,52,1,1,0,353,89,12,0,4,3,4,4,70,4,10,0,4,1,25,2,4,4,70,5,1940,1
10143,53.5379,67,1,2,7,210,113,12,0,4,3,6,6,83,4,10,0,4,4,150,4,4,4,83,5,1993,1
10152,53.3809,39,1,2,2,306,109,12,0,5,3,5,5,100,1,10,0,3,3,200,4,2,4,100,5,1979,3
10156,53.3809,46,1,1,2,306,82,12,0,4,3,5,5,56,2,10,0,4,2,400,5,2,4,56,4,1915,3
10157,53.5379,57,3,2,7,328,85,12,0,4,3,4,4,22,2,10,0,4,4,250,4,4,3,22,2,1993,1
10159,53.4703,62,3,2,7,294,83,12,0,5,3,4,4,13,4,10,0,3,3,300,5,4,3,13,2,1971,1
10168,53.3809,59,3,2,7,228,81,12,0,4,3,5,5,44,2,12,0,4,4,150,4,2,3,44,3,2004,1
10172,53.5379,66,1,4,1,245,65,12,0,4,3,3,3,25,4,10,0,4,3,270,4,4,4,25,3,1958,5
10173,53.5379,70,1,4,2,212,83,12,0,5,3,5,5,89,4,10,0,3,3,100,3,4,3,89,5,1958,3
10178,53.5379,57,1,3,2,306,88,24,0,5,3,5,5,100,4,10,0,3,1,100,3,4,3,100,5,1940,3
10180,53.5379,63,1,3,7,278,77,12,0,5,3,4,4,14,4,10,0,3,1,150,4,4,1,14,2,1915,1
10184,53.2421,56,3,2,2,295,150,12,0,4,3,6,6,83,4,10,0,4,2,200,4,4,4,83,5,1958,3
10190,53.5379,70,1,3,7,195,155,12,0,5,3,7,7,100,4,12,0,3,1,100,3,4,4,100,5,1915,1
10196,53.5379,75,1,2,7,187,216,12,0,5,3,6,6,63,4,10,0,3,4,250,4,4,3,63,4,1940,1
10197,53.5379,73,1,2,7,184,85,12,0,3,3,5,5,55,4,10,0,3,4,250,4,4,3,55,4,1979,1
10198,53.2558,67,1,1,1,207,75,24,0,5,3,4,4,80,2,20,0,3,3,75,3,4,3,80,5,1958,5
10207,53.3809,65,1,2,7,232,130,0,0,3,3,5,5,73,4,10,0,2,4,200,4,4,4,73,5,1958,1
10211,53.5379,54,3,2,7,352,95,12,0,5,3,5,5,100,2,10,0,3,4,100,3,4,4,100,5,1993,1
10214,53.2558,69,1,2,7,217,105,12,0,3,3,5,5,100,4,11,0,3,4,200,4,4,4,100,5,1999,1
10215,53.3809,73,1,1,13,195,76,12,0,5,3,4,4,100,4,10,0,3,4,200,4,4,4,100,5,1971,1
10216,53.3809,69,1,2,13,202,113,12,0,5,3,5,5,100,4,10,0,3,4,250,4,4,4,100,5,1971,1
10227,53.3809,65,3,1,1,258,49,24,0,5,3,3,3,17,2,10,0,3,3,250,4,3,3,17,2,1958,5
10240,53.2558,68,3,2,2,221,104,12,0,4,3,4,4,78,4,10,0,4,3,270,4,4,4,78,5,1958,3
10241,53.5379,65,1,4,1,224,103,12,0,5,3,5,5,17,4,10,0,3,4,200,4,4,4,17,2,1971,5
10243,53.2558,73,1,3,2,179,92,12,0,5,3,4,4,92,4,21,0,3,4,250,4,4,4,92,5,1999,3
10244,53.2667,65,1,4,5,255,80,12,0,3,3,5,4,83,4,11,0,3,4,200,4,4,3,83,5,1999,1
10247,53.3809,27,3,2,14,322,281,12,0,3,3,9,9,30,2,10,0,3,4,12,1,2,3,30,3,1958,1
10252,53.5379,48,1,1,2,431,72,12,0,4,3,4,4,67,3,10,0,4,1,200,4,4,3,67,4,1915,3
10254,53.2558,62,1,2,7,248,113,12,0,3,3,6,6,30,4,10,0,3,4,150,4,4,4,30,3,1971,1
10256,53.5379,57,1,2,13,308,117,12,0,3,3,5,5,100,2,10,0,3,4,150,4,4,1,100,5,1971,1
10258,53.2421,66,1,2,7,222,147,12,0,4,3,6,6,62,4,10,0,4,4,150,4,4,4,62,4,1958,1
10264,53.2558,66,1,2,7,238,103,24,0,4,3,5,5,30,4,10,0,4,3,250,4,4,4,30,3,1971,1
10266,53.2558,73,1,2,13,168,180,12,0,4,3,7,7,100,5,10,0,4,4,200,4,4,4,100,5,1979,1
10277,53.2558,58,3,2,7,326,63,12,0,5,3,3,3,33,4,10,0,3,4,150,4,4,3,33,3,1971,1
10281,53.5379,68,1,1,7,214,80,12,0,5,3,5,5,71,4,11,0,3,4,75,3,4,3,71,5,1999,1
10283,53.5379,53,1,1,7,351,98,12,0,3,3,5,5,100,4,10,0,3,1,100,3,4,4,100,5,1940,1
10291,53.2558,63,1,1,2,259,86,12,0,5,3,5,5,100,4,10,0,3,1,150,4,4,4,100,5,1915,3
10299,53.2667,54,1,2,0,203,201,12,0,5,3,8,8,69,2,10,0,3,1,200,4,3,4,69,4,1900,1
10300,53.5379,61,1,3,7,288,89,12,0,5,3,3,3,56,4,10,0,3,1,270,4,4,3,56,4,1915,3
10309,53.5379,44,1,1,2,322,74,12,0,5,3,4,4,100,3,10,0,3,1,300,5,3,4,100,5,1915,3
10314,53.2558,63,3,2,7,284,78,12,0,5,3,4,4,33,4,10,0,3,3,150,4,4,4,33,3,1958,1
10315,53.5379,49,1,1,14,406,77,12,0,5,3,5,5,33,4,10,0,3,1,150,4,4,3,33,3,1915,3
10317,53.2667,59,1,1,7,282,137,24,0,5,3,7,7,24,4,10,0,3,1,250,4,4,4,24,2,1900,1
10320,53.5379,77,1,1,7,143,90,12,0,4,3,5,5,17,4,12,0,4,4,100,3,4,4,17,2,2007,1
10321,53.5379,57,3,2,14,327,82,12,0,3,3,4,4,11,4,20,0,3,4,150,4,4,4,11,2,1958,1
10325,53.2558,60,3,2,7,281,124,12,0,5,3,7,7,27,2,10,0,3,4,100,3,4,2,27,3,1987,1
10330,53.3809,73,1,3,7,181,111,12,0,3,3,3,3,100,4,10,0,3,4,200,4,4,4,100,5,1900,1
10340,53.5379,16,3,2,14,491,98,12,0,5,3,4,4,29,1,20,0,2,1,250,4,2,1,29,3,1940,3
10347,53.3809,59,1,1,7,286,135,12,0,5,3,7,7,38,4,10,0,3,2,200,4,4,1,38,3,1915,1
10351,53.2421,62,3,2,13,244,232,12,0,3,3,7,7,80,4,10,0,3,4,100,3,4,4,80,5,1993,1
10359,53.5379,76,1,3,2,151,75,12,0,4,3,5,5,100,4,12,0,4,4,200,4,4,4,100,5,2004,3
10361,53.3809,55,1,2,13,183,288,24,0,3,3,11,11,70,2,10,0,3,2,250,4,3,3,70,5,1900,1
10364,53.5379,41,1,2,14,382,106,12,0,3,3,5,5,17,2,10,0,3,2,250,4,3,3,17,2,1915,1
10366,53.5379,57,3,2,7,557,58,24,0,4,3,4,4,100,3,20,0,4,4,270,4,3,2,100,5,1987,1
10367,53.5379,63,1,4,13,262,104,24,0,3,3,5,4,44,4,10,0,3,2,100,3,4,3,44,3,1971,1
10370,53.2558,64,1,2,7,257,93,24,0,4,3,4,4,50,4,10,0,4,4,100,3,4,4,50,4,1993,1
10373,53.2421,31,1,2,7,236,158,12,0,4,3,5,5,29,2,10,0,4,1,200,4,2,4,29,3,1915,1
10380,53.5379,61,1,1,7,280,83,12,0,5,3,5,5,73,4,20,0,3,1,200,4,4,4,73,5,1915,1
10384,53.5817,70,3,2,5,188,143,12,0,3,3,5,5,75,4,10,0,3,4,300,5,4,3,75,5,1987,1
10394,53.2558,70,3,1,7,223,64,12,0,3,3,3,3,67,4,10,0,3,3,270,4,4,4,67,4,1971,1
10395,53.5379,44,1,2,2,393,127,12,0,2,3,6,6,100,2,10,0,2,1,300,5,4,4,100,5,1900,3
10396,53.5379,57,1,1,0,324,92,12,0,3,3,6,6,64,4,10,0,3,2,50,2,4,4,64,4,1940,1
10397,53.5379,58,1,3,3,332,69,0,0,3,3,4,4,14,4,10,0,3,1,250,4,4,3,14,2,1915,1
10404,53.4703,48,1,1,14,307,76,12,0,5,3,5,5,100,3,10,0,3,2,250,4,3,3,100,5,1915,3
10411,53.5379,37,1,1,2,379,68,12,0,4,3,3,3,43,2,10,0,4,1,270,4,2,4,43,3,1900,3
10412,53.3809,44,1,3,2,543,107,24,0,5,3,6,6,100,1,20,0,3,1,300,5,3,2,100,5,1915,3
10413,53.5379,60,3,1,1,528,55,24,0,4,3,3,3,100,3,11,0,4,4,150,4,3,2,100,5,1999,5
10416,53.5379,58,1,1,2,301,118,12,0,5,3,6,6,87,4,10,0,3,1,150,4,4,3,87,5,1940,3
10428,53.3809,67,1,3,2,254,68,12,0,5,3,3,3,13,4,10,0,1,1,150,4,4,4,12,2,1915,3
10431,53.2558,65,3,2,7,258,82,24,0,3,3,4,4,75,4,10,0,3,3,250,4,4,4,75,5,1979,1
10441,53.3809,59,1,2,7,162,257,12,0,4,3,10,10,92,1,10,0,4,1,250,4,2,3,92,5,1915,1
10444,53.5379,75,1,3,13,166,91,12,0,5,3,5,5,82,4,10,0,3,4,300,5,4,4,82,5,1971,1
10448,53.2558,69,1,2,5,202,160,12,0,5,3,7,7,40,4,11,0,3,4,200,4,4,4,40,3,1999,1
10449,53.5379,62,1,3,7,273,97,12,0,3,3,5,5,70,4,10,0,3,4,250,4,4,4,70,5,1958,1
10455,53.2558,72,1,2,7,183,142,12,0,4,3,6,6,73,4,10,0,4,4,250,4,4,4,73,5,1979,1
10456,53.4703,70,3,1,2,234,60,12,0,5,3,3,3,50,4,10,0,3,4,270,4,4,4,50,4,1987,3
10458,53.2558,71,1,1,7,228,50,24,0,4,3,3,3,43,4,10,0,4,4,270,4,4,4,43,3,1993,1
10459,53.5379,68,1,3,2,230,89,12,0,5,3,4,4,70,4,10,0,3,1,200,4,4,4,70,5,1915,3
10460,53.5379,66,1,1,14,227,92,12,0,5,3,4,4,8,4,10,0,3,4,100,3,4,4,8,1,1971,1
10462,53.3809,9,1,2,14,619,160,12,0,3,3,7,5,27,1,10,0,3,1,25,2,2,3,27,3,1915,1
10467,53.2558,64,1,1,7,241,110,12,0,3,3,5,5,100,4,10,0,3,4,75,3,4,3,100,5,1971,1
10471,53.2421,74,2,4,7,167,68,12,1,5,3,3,3,75,4,0,0,3,4,250,4,4,3,75,5,1999,1
10477,53.5379,71,3,1,7,206,84,24,0,5,3,5,5,100,4,10,0,3,3,200,4,4,4,100,5,1971,1
10490,53.2558,74,1,2,13,149,581,12,0,4,3,14,14,85,3,10,0,4,4,270,4,4,5,85,5,2004,1
10493,53.5379,68,1,2,7,231,86,12,0,5,3,6,6,100,4,10,0,3,3,150,4,4,4,100,5,1979,1
10496,53.5379,68,1,1,13,196,168,12,0,4,3,7,7,81,4,10,0,4,2,150,4,4,3,81,5,1958,1
10500,53.2558,62,1,2,7,274,100,12,0,4,3,6,6,55,4,20,0,4,3,300,5,4,4,55,4,1940,1
10507,53.4703,64,3,1,12,271,54,12,0,4,3,3,3,67,1,10,0,4,4,200,4,4,3,67,4,1971,5
10508,53.5379,61,1,4,7,306,71,12,0,4,3,4,4,38,4,20,0,4,2,270,4,4,4,38,3,1940,1
10509,53.2558,53,3,1,1,584,50,24,0,5,3,3,3,50,1,10,0,3,4,400,5,3,2,50,4,1958,5
10512,53.3809,49,1,1,7,259,102,12,0,4,4,5,5,100,1,10,0,4,4,100,3,2,4,100,5,1940,1
10517,53.2558,55,1,2,14,310,138,24,0,5,3,6,6,43,2,10,0,3,4,75,3,4,3,43,3,1979,1
10526,53.2667,53,1,2,9,351,107,12,0,3,3,6,6,100,4,10,0,3,1,250,4,4,4,100,5,1940,1
10527,53.3809,59,1,1,7,340,62,12,0,5,3,4,4,50,3,10,0,3,4,75,3,4,3,50,4,1987,1
10544,53.5379,60,3,1,2,322,57,12,0,3,3,3,3,62,4,10,0,3,2,200,4,4,4,62,4,1971,3
10550,53.5379,55,1,1,1,284,93,12,0,4,3,5,5,40,2,10,0,4,4,250,4,3,3,40,3,1940,5
10551,53.2667,37,1,2,2,333,172,12,0,3,3,7,7,18,3,10,0,3,2,300,5,3,4,18,2,1940,3
10552,53.2558,67,1,2,7,219,128,12,0,5,3,5,5,50,4,11,0,3,4,150,4,4,3,50,4,1999,1
10553,53.2558,59,3,2,7,356,55,12,0,5,3,3,3,50,3,10,0,3,3,270,4,4,4,50,4,1940,1
10555,53.2667,67,3,2,2,244,88,12,0,5,3,4,4,22,4,10,0,3,3,250,4,4,4,22,2,1971,3
